"","xi","GrantDate","PatentNo","MatchAsgName","comp"
"212",22.1759052276611,"2004-10-19",6805198,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"213",43.0859451293945,"2004-10-05",6801039,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"214",6.81072092056274,"2004-09-28",6796195,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"215",6.81072092056274,"2004-09-28",6798338,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"216",6.81072092056274,"2004-09-28",6798518,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"217",7.88750457763672,"2005-01-04",6839000,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"218",42.605640411377,"2004-11-23",6820716,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"219",38.3934478759766,"2004-11-09",6814147,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"220",36.2365608215332,"2004-10-26",6809521,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"221",37.5363578796387,"2004-11-02",6810955,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"222",9.72504711151123,"2005-01-11",6841592,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"223",21.5578708648682,"2004-11-16",6819111,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"224",7.88750457763672,"2005-01-04",6837314,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"225",7.88750457763672,"2005-01-04",6838876,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"226",5.57051610946655,"2005-01-18",6843317,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"227",7.88750457763672,"2005-01-04",6837105,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"228",7.88750457763672,"2005-01-04",6838485,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"229",5.57051610946655,"2005-01-18",6844727,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"230",40.2308654785156,"2004-12-28",6834727,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"231",9.72504711151123,"2005-01-11",6841089,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"232",10.1288385391235,"2005-02-01",6848509,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"233",39.6229515075684,"2005-01-25",6847585,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"234",5.57051610946655,"2005-01-18",6843322,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"235",5.57051610946655,"2005-01-18",6843480,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"236",5.57051610946655,"2005-01-18",6843314,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"237",9.72504711151123,"2005-01-11",6842699,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"238",10.1288385391235,"2005-02-01",6850168,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"239",13.6599493026733,"2005-02-15",6855671,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"240",10.1288385391235,"2005-02-01",6848505,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"241",10.1288385391235,"2005-02-01",6850068,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"242",11.0316877365112,"2005-02-08",6851444,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
